id,name,name_en,country,province,longitude,latitude,timezone,population,capital
23345,Nosy Varika,Nosy Varika,Madagascar,Fianarantsoa,48.5333,-20.5833,UTC,19787,
23346,Puttur,Puttur,India,Kerala,76.71,9.04,Asia/Kolkata,19786,
23347,Araripe,Araripe,Brazil,Ceará,-40.0458,-7.2128,America/Sao_Paulo,19783,minor
23348,Poperinge,Poperinge,Belgium,Flanders,2.7256,50.8547,Europe/Brussels,19782,
23349,Mougins,Mougins,France,Provence-Alpes-Côte d’Azur,6.9947,43.6,Europe/Paris,19782,
23350,Stoke Gifford,Stoke Gifford,United Kingdom,South Gloucestershire,-2.548,51.517,Europe/London,19781,
23351,Mosopa,Mosopa,Botswana,Southern,25.4183,-24.7792,UTC,19780,
23352,Smorumnedre,Smorumnedre,Denmark,Hovedstaden,12.302,55.738,Europe/Copenhagen,19780,
23353,Gerlingen,Gerlingen,Germany,Baden-Württemberg,9.0653,48.8,Europe/Berlin,19774,
23354,Vulcan,Vulcan,Romania,Hunedoara,23.2914,45.3811,Europe/Bucharest,19772,
23355,圣地亚哥,Santiago,Philippines,Ilocos Sur,120.4453,17.2947,Asia/Manila,19771,
23356,Broadview Heights,Broadview Heights,United States,Ohio,-81.6779,41.3196,America/New_York,19771,
23357,Cheung Chau,Cheung Chau,Hong Kong,,114.0289,22.2106,Asia/Hong_Kong,19769,
23358,Albolote,Albolote,Spain,Andalusia,-3.6572,37.2306,Europe/Madrid,19768,
23359,Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,United States,California,-116.9688,32.764,America/New_York,19765,
23360,Kattanam,Kattanam,India,Kerala,76.55,9.1833,Asia/Kolkata,19764,
23361,Stroud,Stroud,United States,Pennsylvania,-75.2173,41.0001,America/New_York,19764,
23362,Korsholm,Korsholm,Finland,Pohjanmaa,21.6778,63.1125,Europe/Helsinki,19763,minor
23363,Ghatkesar,Ghatkesar,India,Telangāna,78.6853,17.4494,Asia/Kolkata,19763,
23364,Diakera,Diakera,Mali,Mopti,-4.9619,14.3486,UTC,19763,
23365,Puerto Armuelles,Puerto Armuelles,Panama,Chiriquí,-82.8621,8.2777,UTC,19763,minor
23366,Humanes de Madrid,Humanes de Madrid,Spain,Madrid,-3.8306,40.2504,Europe/Madrid,19763,
23367,Bishunpur,Bishunpur,India,Bihār,86.6541,26.0868,Asia/Kolkata,19760,
23368,Kurikka,Kurikka,Finland,Etelä-Pohjanmaa,22.4,62.6167,Europe/Helsinki,19759,minor
23369,Mirfield,Mirfield,United Kingdom,Kirklees,-1.6888,53.6807,Europe/London,19759,
23370,Sartell,Sartell,United States,Minnesota,-94.2206,45.6188,America/New_York,19758,
23371,Carmopolis de Minas,Carmopolis de Minas,Brazil,Minas Gerais,-44.635,-20.5408,America/Sao_Paulo,19756,minor
23372,Mullheim,Mullheim,Germany,Baden-Württemberg,7.6308,47.8083,Europe/Berlin,19756,
23373,Ryuyo,Ryuyo,Japan,Shizuoka,137.8167,34.6783,Asia/Tokyo,19756,
23374,Jnane Bouih,Jnane Bouih,Morocco,Marrakech-Safi,-8.7894,32.0308,Africa/Casablanca,19755,
23375,Monroe,Monroe,United States,Washington,-121.9851,47.8595,America/New_York,19755,
23376,Buckeburg,Buckeburg,Germany,Lower Saxony,9.0492,52.2608,Europe/Berlin,19754,
23377,Lackawanna,Lackawanna,United States,New York,-78.8325,42.8182,America/New_York,19753,
23378,Oroville,Oroville,United States,California,-121.5634,39.4999,America/New_York,19752,
23379,Simonesia,Simonesia,Brazil,Minas Gerais,-42.0008,-20.1239,America/Sao_Paulo,19750,minor
23380,Talitay,Talitay,Philippines,Maguindanao,124.3758,7.0353,Asia/Manila,19750,
23381,Balilihan,Balilihan,Philippines,Bohol,123.9667,9.75,Asia/Manila,19747,
23382,Prudnik,Prudnik,Poland,Opolskie,17.5792,50.3197,Europe/Warsaw,19747,minor
23383,Tres Barras,Tres Barras,Brazil,Santa Catarina,-50.3219,-26.1058,America/Sao_Paulo,19746,minor
23384,Nezlobnaya,Nezlobnaya,Russia,Stavropol’skiy Kray,43.3833,44.1167,Europe/Moscow,19746,
23385,Poshkent,Poshkent,Tajikistan,Sughd,69.0333,39.8833,Asia/Dushanbe,19746,
23386,Durant,Durant,United States,Oklahoma,-96.3923,33.9949,America/New_York,19746,
23387,Bad Aibling,Bad Aibling,Germany,Bavaria,12.01,47.8639,Europe/Berlin,19745,
23388,Pattamadai,Pattamadai,India,Tamil Nādu,77.5845,8.6726,Asia/Kolkata,19743,
23389,Os,Os,Norway,Vestland,5.4758,60.2269,Europe/Oslo,19742,minor
23390,Lloydminster,Lloydminster,Canada,Alberta,-110.035,53.2807,America/Toronto,19739,
23391,Ayolas,Ayolas,Paraguay,Misiones,-56.8395,-27.3842,America/Asuncion,19739,
23392,Itatinga,Itatinga,Brazil,São Paulo,-48.6158,-23.1017,America/Sao_Paulo,19738,minor
23393,Opoczno,Opoczno,Poland,Łódzkie,20.2833,51.3833,Europe/Warsaw,19738,minor
23394,Assebroek,Assebroek,Belgium,Flanders,3.2536,51.1964,Europe/Brussels,19737,
23395,Beldaur,Beldaur,India,Bihār,86.7909,25.5947,Asia/Kolkata,19737,
23396,Thimiri,Thimiri,India,Tamil Nādu,79.3079,12.8283,Asia/Kolkata,19737,
23397,Cherakhera,Cherakhera,India,Bihār,86.4187,25.6869,Asia/Kolkata,19736,
23398,Yonabaru,Yonabaru,Japan,Okinawa,127.7548,26.1995,Asia/Tokyo,19735,
23399,Imi n'Oulaoun,Imi n'Oulaoun,Morocco,Drâa-Tafilalet,-6.5641,31.4224,Africa/Casablanca,19734,
23400,Issaba,Issaba,Benin,Plateau,2.6167,7.0833,UTC,19732,
23401,Grobenzell,Grobenzell,Germany,Bavaria,11.3719,48.1927,Europe/Berlin,19731,
23402,Kanekallu,Kanekallu,India,Andhra Pradesh,77.078,14.806,Asia/Kolkata,19731,
23403,Marihatag,Marihatag,Philippines,Surigao del Sur,126.2983,8.8008,Asia/Manila,19730,
23404,Crisopolis,Crisopolis,Brazil,Bahia,-38.15,-11.5108,America/Sao_Paulo,19729,minor
23405,Moinesti,Moinesti,Romania,Bacău,26.4964,46.4847,Europe/Bucharest,19728,
23406,Varkaus,Varkaus,Finland,Pohjois-Savo,27.8931,62.3139,Europe/Helsinki,19727,minor
23407,Bachi-Yurt,Bachi-Yurt,Russia,Chechnya,46.1942,43.2242,Europe/Moscow,19727,
23408,Yosano,Yosano,Japan,Kyōto,135.1529,35.5653,Asia/Tokyo,19726,
23409,Dankov,Dankov,Russia,Lipetskaya Oblast’,39.15,53.25,Europe/Moscow,19726,minor
23410,La Esperanza,La Esperanza,Guatemala,Quetzaltenango,-91.5619,14.8719,UTC,19724,minor
23411,Viadana,Viadana,Italy,Lombardy,10.52,44.9267,Europe/Rome,19723,
23412,Prunedale,Prunedale,United States,California,-121.6555,36.8064,America/New_York,19723,
23413,Agoura Hills,Agoura Hills,United States,California,-118.7609,34.151,America/New_York,19721,
23414,Pecinci,Pecinci,Serbia,Sremski,19.9664,44.9089,Europe/Belgrade,19720,admin
23415,Cuite,Cuite,Brazil,Paraíba,-36.1569,-6.485,America/Sao_Paulo,19719,minor
23416,Fayetteville,Fayetteville,United States,Georgia,-84.471,33.4501,America/New_York,19719,
23417,Wittlich,Wittlich,Germany,Rhineland-Palatinate,6.8897,49.9869,Europe/Berlin,19718,minor
23418,Shinjo,Shinjo,Japan,Nara,135.7266,34.4892,Asia/Tokyo,19717,
23419,Falakata,Falakata,India,West Bengal,89.2,26.53,Asia/Kolkata,19716,
23420,Tigbao,Tigbao,Philippines,Zamboanga del Sur,123.2235,7.8211,Asia/Manila,19716,
23421,Castelo do Piaui,Castelo do Piaui,Brazil,Piauí,-41.5525,-5.3222,America/Sao_Paulo,19715,minor
23422,Caoayan,Caoayan,Philippines,Ilocos Sur,120.3831,17.5469,Asia/Manila,19715,
23423,Pichidegua,Pichidegua,Chile,Libertador General Bernardo O’Higgins,-71.3,-34.35,America/Santiago,19714,
23424,Malgrat de Mar,Malgrat de Mar,Spain,Catalonia,2.7428,41.6456,Europe/Madrid,19714,
23425,Melville,Melville,United States,New York,-73.4088,40.7824,America/New_York,19714,
23426,Wangaratta,Wangaratta,Australia,Victoria,146.312,-36.3583,Australia/Sydney,19712,
23427,Nordestina,Nordestina,Brazil,Bahia,-39.4278,-10.8228,America/Sao_Paulo,19711,minor
23428,Plainview,Plainview,United States,Texas,-101.7235,34.1911,America/New_York,19711,
23429,Alga,Alga,Kazakhstan,Aqtöbe,57.335,49.9028,Asia/Almaty,19705,minor
23430,Marsberg,Marsberg,Germany,North Rhine-Westphalia,8.8556,51.46,Europe/Berlin,19704,
23431,那不勒斯,Naples,United States,Florida,-81.7936,26.1504,America/New_York,19704,
23432,Fatima,Fatima,Brazil,Bahia,-38.2169,-10.6,America/Sao_Paulo,19703,minor
23433,Llandudno,Llandudno,United Kingdom,Conwy,-3.825,53.3225,Europe/London,19700,
23434,East Northport,East Northport,United States,New York,-73.3233,40.8791,America/New_York,19700,
23435,Boom,Boom,Belgium,Flanders,4.3667,51.0875,Europe/Brussels,19699,
23436,Lehara,Lehara,India,Bihār,86.1034,26.1515,Asia/Kolkata,19697,
23437,Peragamanna,Peragamanna,India,Kerala,76.127,11.2139,Asia/Kolkata,19696,
23438,Houghton Regis,Houghton Regis,United Kingdom,Central Bedfordshire,-0.5247,51.9039,Europe/London,19692,
23439,Suarez,Suarez,Colombia,Cauca,-76.6936,2.9542,America/Bogota,19690,minor
23440,Goyty,Goyty,Russia,Chechnya,45.6228,43.1642,Europe/Moscow,19690,
23441,Lexington,Lexington,United States,North Carolina,-80.2682,35.8018,America/New_York,19690,
23442,Colotlan,Colotlan,Mexico,Jalisco,-103.2833,22.1,America/Mexico_City,19689,minor
23443,San Salvo,San Salvo,Italy,Abruzzo,14.7315,42.0455,Europe/Rome,19688,
23444,Taketa,Taketa,Japan,Ōita,131.3978,32.9736,Asia/Tokyo,19688,
23445,Jimaguayu,Jimaguayu,Cuba,Camagüey,-77.8263,21.2422,UTC,19687,minor
23446,Kaa-Khem,Kaa-Khem,Russia,Tyva,94.7333,51.6833,Europe/Moscow,19686,minor
23447,Dicholi,Dicholi,India,Goa,73.9457,15.5932,Asia/Kolkata,19685,
23448,Zapote,Zapote,Costa Rica,San José,-84.0592,9.9203,UTC,19684,
23449,Mokeri,Mokeri,India,Kerala,75.7361,11.65,Asia/Kolkata,19684,
23450,Novopokrovskaya,Novopokrovskaya,Russia,Krasnodarskiy Kray,40.7069,45.9533,Europe/Moscow,19684,minor
23451,Bruz,Bruz,France,Bretagne,-1.7458,48.0247,Europe/Paris,19683,
23452,Torgau,Torgau,Germany,Saxony,13.0056,51.5603,Europe/Berlin,19683,minor
23453,Katpadi,Katpadi,India,Tamil Nādu,79.1455,12.9695,Asia/Kolkata,19683,
23454,Busra ash Sham,Busra ash Sham,Syria,Dar‘ā,36.4833,32.5167,Asia/Damascus,19683,minor
23455,Dixon,Dixon,United States,California,-121.825,38.4469,America/New_York,19683,
23456,Ataq,Ataq,Yemen,Shabwah,46.8331,14.5364,Asia/Aden,19681,admin
23457,Villa Ocampo,Villa Ocampo,Argentina,Santa Fe,-59.35,-28.4833,America/Argentina/Buenos_Aires,19679,
23458,Massaguet,Massaguet,Chad,Hadjer-Lamis,15.4333,12.4667,UTC,19678,
23459,Kanniyakumari,Kanniyakumari,India,Tamil Nādu,77.5417,8.0911,Asia/Kolkata,19678,
23460,Oros,Oros,Brazil,Ceará,-38.9139,-6.2439,America/Sao_Paulo,19675,minor
23461,San Jorge,San Jorge,Argentina,Santa Fe,-61.8597,-31.8961,America/Argentina/Buenos_Aires,19673,
23462,Zephyrhills,Zephyrhills,United States,Florida,-82.1797,28.2409,America/New_York,19668,
23463,Hajnowka,Hajnowka,Poland,Podlaskie,23.5667,52.7333,Europe/Warsaw,19667,minor
23464,Udalguri,Udalguri,India,Assam,92.1021,26.7537,Asia/Kolkata,19664,
23465,Usman,Usman,Russia,Lipetskaya Oblast’,39.7333,52.05,Europe/Moscow,19662,minor
23466,Pastores,Pastores,Guatemala,Sacatepéquez,-90.7547,14.5967,UTC,19661,minor
23467,Budipuram,Budipuram,India,Tamil Nādu,78.0106,10.3606,Asia/Kolkata,19661,
23468,Amorebieta,Amorebieta,Spain,Basque Country,-2.7342,43.2192,Europe/Madrid,19660,
23469,La Crescenta-Montrose,La Crescenta-Montrose,United States,California,-118.2353,34.2322,America/New_York,19660,
23470,Westmount,Westmount,Canada,Quebec,-73.6,45.4833,America/Toronto,19658,
23471,Pichor,Pichor,India,Madhya Pradesh,78.1886,25.1756,Asia/Kolkata,19656,
23472,Andaingo Gara,Andaingo Gara,Madagascar,Toamasina,48.2833,-18.2,UTC,19656,
23473,Chiconcuac,Chiconcuac,Mexico,México,-98.8917,19.5417,America/Mexico_City,19656,minor
23474,Buriti dos Lopes,Buriti dos Lopes,Brazil,Piauí,-41.8669,-3.175,America/Sao_Paulo,19654,minor
23475,San Teodoro,San Teodoro,Philippines,Oriental Mindoro,121.0192,13.4358,Asia/Manila,19650,
23476,Karuizawa,Karuizawa,Japan,Gunma,138.597,36.3484,Asia/Tokyo,19648,
23477,Apastepeque,Apastepeque,El Salvador,San Vicente,-88.7796,13.6679,UTC,19646,
23478,Lisieux,Lisieux,France,Normandie,0.2256,49.1456,Europe/Paris,19645,minor
23479,Villa Elisa,Villa Elisa,Argentina,Buenos Aires,-58.0792,-34.8533,America/Argentina/Buenos_Aires,19643,
23480,Luenoufla,Luenoufla,Côte d’Ivoire,Sassandra-Marahoué,-6.25,7.0667,Africa/Abidjan,19643,
23481,Baranain,Baranain,Spain,Navarre,-1.6833,42.8,Europe/Madrid,19642,
23482,Dayr Abu Hinnis,Dayr Abu Hinnis,Egypt,Al Minyā,30.905,27.7864,Africa/Cairo,19638,
23483,Engelskirchen,Engelskirchen,Germany,North Rhine-Westphalia,7.4167,50.9833,Europe/Berlin,19637,
23484,Nzalat Laadam,Nzalat Laadam,Morocco,Marrakech-Safi,-7.93,32.0806,Africa/Casablanca,19635,
23485,Villabate,Villabate,Italy,Sicilia,13.45,38.0833,Europe/Rome,19634,
23486,Davyhulme,Davyhulme,United Kingdom,Trafford,-2.3683,53.4559,Europe/London,19634,
23487,Biddulph,Biddulph,United Kingdom,Staffordshire,-2.17,53.12,Europe/London,19633,
23488,Harrisburg,Harrisburg,United States,North Carolina,-80.6485,35.3125,America/New_York,19633,
23489,Nilakkottai,Nilakkottai,India,Tamil Nādu,77.87,10.17,Asia/Kolkata,19630,
23490,Urumita,Urumita,Colombia,La Guajira,-73.0136,10.5603,America/Bogota,19629,minor
23491,Hanumana,Hanumana,India,Madhya Pradesh,82.096,24.7789,Asia/Kolkata,19629,
23492,Rawah,Rawah,Iraq,Al Anbār,41.9083,34.4792,Asia/Baghdad,19629,minor
23493,Omutninsk,Omutninsk,Russia,Kirovskaya Oblast’,52.1833,58.6667,Europe/Moscow,19629,minor
23494,Hawthorne,Hawthorne,United States,New Jersey,-74.1582,40.9579,America/New_York,19628,
23495,Kingsland,Kingsland,United States,Georgia,-81.7216,30.8194,America/New_York,19627,
23496,Bir Kasdali,Bir Kasdali,Algeria,Bordj Bou Arréridj,5.0333,36.15,Africa/Algiers,19622,
23497,Ampere,Ampere,Brazil,Paraná,-53.4728,-25.915,America/Sao_Paulo,19620,minor
23498,Urucara,Urucara,Brazil,Amazonas,-57.76,-2.5358,America/Sao_Paulo,19617,minor
23499,Atasu,Atasu,Kazakhstan,Ulytaū,71.6447,48.6866,Asia/Almaty,19616,minor
23500,Ramjibanpur,Ramjibanpur,India,West Bengal,87.62,22.83,Asia/Kolkata,19611,
23501,Ban Mon Pin,Ban Mon Pin,Thailand,Chiang Mai,99.1583,19.9168,Asia/Bangkok,19608,
23502,Lerdo de Tejada,Lerdo de Tejada,Mexico,Veracruz,-95.5085,18.638,America/Mexico_City,19606,minor
23503,Okhmalynka,Okhmalynka,Ukraine,Odeska Oblast,29.3,47.5333,Europe/Kyiv,19606,
23504,Wenden,Wenden,Germany,North Rhine-Westphalia,7.8667,50.9667,Europe/Berlin,19604,
23505,Mayahaura,Mayahaura,India,West Bengal,88.5033,22.1898,Asia/Kolkata,19604,
23506,Ilijas,Ilijas,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of",18.2667,43.9583,Europe/Sarajevo,19603,minor
23507,El Coco,El Coco,Panama,Panamá Oeste,-79.81,8.8703,UTC,19603,minor
23508,Thermi,Thermi,Greece,Kentrikí Makedonía,23.0197,40.5472,Europe/Athens,19602,minor
23509,Veroli,Veroli,Italy,Lazio,13.4167,41.6833,Europe/Rome,19602,
23510,Niiyama,Niiyama,Japan,Shizuoka,138.9528,35.059,Asia/Tokyo,19602,
23511,San Martin de la Vega,San Martin de la Vega,Spain,Madrid,-3.5706,40.2073,Europe/Madrid,19601,
23512,Sadpur,Sadpur,India,Bihār,86.3786,25.4758,Asia/Kolkata,19600,
23513,San Juan Zitlaltepec,San Juan Zitlaltepec,Mexico,México,-99.1478,19.8092,America/Mexico_City,19600,
23514,Petrila,Petrila,Romania,Hunedoara,23.3981,45.4511,Europe/Bucharest,19600,
23515,Diinsoor,Diinsoor,Somalia,Bay,42.9767,2.4106,UTC,19600,
23516,Tapaua,Tapaua,Brazil,Amazonas,-63.1828,-5.6278,America/Sao_Paulo,19599,minor
23517,Russell,Russell,Canada,Ontario,-75.3583,45.2569,America/Toronto,19598,
23518,Ischia,Ischia,Italy,Campania,13.95,40.7333,Europe/Rome,19598,
23519,Coltauco,Coltauco,Chile,Libertador General Bernardo O’Higgins,-71.1,-34.3,America/Santiago,19597,
23520,Turnu Magurele,Turnu Magurele,Romania,Teleorman,24.8708,43.7517,Europe/Bucharest,19597,
23521,Haiger,Haiger,Germany,Hesse,8.2039,50.7422,Europe/Berlin,19596,
23522,Bad Pyrmont,Bad Pyrmont,Germany,Lower Saxony,9.2636,51.9867,Europe/Berlin,19596,
23523,Bidkingaon,Bidkingaon,India,Mahārāshtra,75.3001,19.7062,Asia/Kolkata,19596,
23524,Palmital,Palmital,Brazil,São Paulo,-50.2175,-22.7889,America/Sao_Paulo,19594,minor
23525,San Julian,San Julian,El Salvador,Sonsonate,-89.5582,13.6973,UTC,19591,
23526,Buritirama,Buritirama,Brazil,Bahia,-43.6308,-10.7078,America/Sao_Paulo,19589,minor
23527,Selestat,Selestat,France,Grand Est,7.4542,48.2594,Europe/Paris,19589,minor
23528,Lastra a Signa,Lastra a Signa,Italy,Tuscany,11.1,43.7667,Europe/Rome,19589,
23529,Florencia,Florencia,Costa Rica,Alajuela,-84.4814,10.3665,UTC,19587,
23530,Hidalgotitlan,Hidalgotitlan,Mexico,Veracruz,-94.6471,17.7713,America/Mexico_City,19587,minor
23531,Venadillo,Venadillo,Colombia,Tolima,-74.9294,4.7183,America/Bogota,19586,minor
23532,Visaginas,Visaginas,Lithuania,Visaginas,26.4333,55.6,Europe/Vilnius,19586,admin
23533,Schilde,Schilde,Belgium,Flanders,4.5815,51.2389,Europe/Brussels,19585,
23534,San Juan de Dios,San Juan de Dios,Costa Rica,San José,-84.0914,9.88,UTC,19583,
23535,Les Coteaux,Les Coteaux,Canada,Quebec,-74.23,45.28,America/Toronto,19582,
23536,Warrensburg,Warrensburg,United States,Missouri,-93.726,38.7627,America/New_York,19582,
23537,Jajarm,Jajarm,Iran,Khorāsān-e Shomālī,56.38,36.9501,Asia/Tehran,19580,minor
23538,Oulmes,Oulmes,Morocco,Rabat-Salé-Kénitra,-6.0167,33.4167,Africa/Casablanca,19579,
23539,Punjai Puliyampatti,Punjai Puliyampatti,India,Tamil Nādu,77.1667,11.3516,Asia/Kolkata,19578,
23540,Rizal,Rizal,Philippines,Cagayan,121.345,17.8478,Asia/Manila,19577,
23541,Brezno,Brezno,Slovakia,Banská Bystrica,19.6381,48.8036,UTC,19577,minor
23542,Burnham-on-Sea,Burnham-on-Sea,United Kingdom,Somerset,-2.9989,51.2378,Europe/London,19576,
23543,Brushy Creek,Brushy Creek,United States,Texas,-97.7386,30.5128,America/New_York,19576,
23544,Abbots Langley,Abbots Langley,United Kingdom,Hertfordshire,-0.416,51.701,Europe/London,19574,
23545,Santa Rosa,Santa Rosa,Argentina,Salta,-64.4258,-23.394,America/Argentina/Buenos_Aires,19572,
23546,Suchiapa,Suchiapa,Mexico,Chiapas,-93.1048,16.622,America/Mexico_City,19571,minor
23547,Aysha,Aysha,Ethiopia,Sumalē,42.5737,10.7554,Africa/Addis_Ababa,19570,
23548,Molln,Molln,Germany,Schleswig-Holstein,10.6847,53.6269,Europe/Berlin,19566,minor
23549,Atchoupa,Atchoupa,Benin,Ouémé,2.6333,6.5333,UTC,19565,
23550,Qo`rg`ontepa,Qo`rg`ontepa,Uzbekistan,Andijon,72.7667,40.7333,Asia/Tashkent,19565,minor
23551,Nauen,Nauen,Germany,Brandenburg,12.8831,52.6,Europe/Berlin,19563,
23552,Gallipoli,Gallipoli,Italy,Puglia,17.9917,40.0556,Europe/Rome,19561,
23553,Punata,Punata,Bolivia,Cochabamba,-65.8367,-17.5469,America/La_Paz,19559,
23554,Ansermanuevo,Ansermanuevo,Colombia,Valle del Cauca,-75.9931,4.7969,America/Bogota,19557,minor
23555,Vallam,Vallam,India,Tamil Nādu,79.0598,10.7199,Asia/Kolkata,19557,
23556,La Crau,La Crau,France,Provence-Alpes-Côte d’Azur,6.0742,43.1497,Europe/Paris,19556,
23557,Morwa,Morwa,India,Bihār,85.6861,25.803,Asia/Kolkata,19555,
23558,Cocoa,Cocoa,United States,Florida,-80.7675,28.382,America/New_York,19554,
23559,Mogiyon,Mogiyon,Tajikistan,Sughd,67.65,39.25,Asia/Dushanbe,19553,
23560,Tole Bi,Tole Bi,Kazakhstan,Zhambyl,73.7628,43.6808,Asia/Almaty,19551,
23561,Nauta,Nauta,Peru,Loreto,-73.5833,-4.5083,America/Lima,19551,
23562,Iselin,Iselin,United States,New Jersey,-74.3172,40.5697,America/New_York,19551,
23563,Carai,Carai,Brazil,Minas Gerais,-41.695,-17.1889,America/Sao_Paulo,19548,minor
23564,Pertuis,Pertuis,France,Provence-Alpes-Côte d’Azur,5.5031,43.6942,Europe/Paris,19548,
23565,Sulzbach-Rosenberg,Sulzbach-Rosenberg,Germany,Bavaria,11.75,49.5,Europe/Berlin,19548,
23566,Thamaga,Thamaga,Botswana,Kweneng,25.5333,-24.7167,UTC,19547,
23567,Huseni,Huseni,India,Bihār,84.7952,26.3768,Asia/Kolkata,19546,
23568,Pathrajolhania,Pathrajolhania,India,Bihār,86.6614,26.1369,Asia/Kolkata,19546,
23569,Tirthahalli,Tirthahalli,India,Karnātaka,75.2455,13.6884,Asia/Kolkata,19546,
23570,El Arahal,El Arahal,Spain,Andalusia,-5.5453,37.2625,Europe/Madrid,19546,
23571,Hermiston,Hermiston,United States,Oregon,-119.2854,45.8326,America/New_York,19546,
23572,Guapo,Guapo,Brazil,Goiás,-49.5319,-16.8308,America/Sao_Paulo,19545,minor
23573,Jhalida,Jhalida,India,West Bengal,85.97,23.37,Asia/Kolkata,19544,
23574,Tata,Tata,Morocco,Souss-Massa,-7.9725,29.7428,Africa/Casablanca,19544,
23575,Trudovoye,Trudovoye,Russia,Primorskiy Kray,132.0632,43.3004,Europe/Moscow,19543,
23576,Marahra,Marahra,India,Uttar Pradesh,78.5689,27.7367,Asia/Kolkata,19542,
23577,Mihona,Mihona,India,Uttar Pradesh,78.9805,26.2837,Asia/Kolkata,19542,
23578,Wassenberg,Wassenberg,Germany,North Rhine-Westphalia,6.15,51.1,Europe/Berlin,19541,
23579,Arvin,Arvin,United States,California,-118.8306,35.1944,America/New_York,19539,
23580,Pully,Pully,Switzerland,Vaud,6.6667,46.5167,Europe/Zurich,19538,
23581,Mebane,Mebane,United States,North Carolina,-79.2736,36.0852,America/New_York,19538,
23582,Herceg Novi,Herceg Novi,Montenegro,Herceg Novi,18.5375,42.4531,UTC,19536,admin
23583,Rajaudha,Rajaudha,India,Madhya Pradesh,78.4223,26.7046,Asia/Kolkata,19534,
23584,Sal'a,Sal'a,Slovakia,Nitra,17.8833,48.15,UTC,19534,minor
23585,Olenegorsk,Olenegorsk,Russia,Murmanskaya Oblast’,33.2833,68.15,Europe/Moscow,19533,
23586,Crowley,Crowley,United States,Texas,-97.3585,32.5781,America/New_York,19532,
23587,Alzey,Alzey,Germany,Rhineland-Palatinate,8.1161,49.7517,Europe/Berlin,19530,minor
23588,Schonefeld,Schonefeld,Germany,Brandenburg,13.5004,52.3917,Europe/Berlin,19529,
23589,Eersel,Eersel,Netherlands,Noord-Brabant,5.3147,51.3572,Europe/Amsterdam,19528,minor
23590,Le Mee-sur-Seine,Le Mee-sur-Seine,France,Île-de-France,2.6319,48.5375,Europe/Paris,19527,
23591,Eupen,Eupen,Belgium,Wallonia,6.0333,50.6333,Europe/Brussels,19526,
23592,Candelaria,Candelaria,Cuba,Artemisa,-82.9581,22.7439,UTC,19523,minor
23593,Pauini,Pauini,Brazil,Amazonas,-66.9764,-7.7136,America/Sao_Paulo,19522,minor
23594,Ipanema,Ipanema,Brazil,Minas Gerais,-41.7128,-19.8008,America/Sao_Paulo,19522,minor
23595,Rezvanshahr,Rezvanshahr,Iran,Gīlān,49.1394,37.5511,Asia/Tehran,19519,minor
23596,Ibigawa,Ibigawa,Japan,Gifu,136.5686,35.4873,Asia/Tokyo,19519,
23597,Goole,Goole,United Kingdom,East Riding of Yorkshire,-0.8692,53.6992,Europe/London,19518,
23598,Clifton,Clifton,United States,Colorado,-108.4605,39.0764,America/New_York,19518,
23599,Deerfield,Deerfield,United States,Illinois,-87.8516,42.1654,America/New_York,19518,
23600,Bedele,Bedele,Ethiopia,Oromīya,36.35,8.45,Africa/Addis_Ababa,19517,
23601,Parsahi Sirsia,Parsahi Sirsia,India,Bihār,86.4984,26.4676,Asia/Kolkata,19517,
23602,Loznica,Loznica,Serbia,Macvanski,19.2258,44.5333,Europe/Belgrade,19515,admin
23603,Madisonville,Madisonville,United States,Kentucky,-87.5034,37.3409,America/New_York,19515,
23604,Kempele,Kempele,Finland,Pohjois-Pohjanmaa,25.5083,64.9125,Europe/Helsinki,19514,minor
23605,Arese,Arese,Italy,Lombardy,9.0783,45.55,Europe/Rome,19514,
23606,Orinda,Orinda,United States,California,-122.179,37.8808,America/New_York,19514,
23607,Fukude,Fukude,Japan,Shizuoka,137.881,34.6814,Asia/Tokyo,19512,
23608,Amta,Amta,India,West Bengal,88.0104,22.5834,Asia/Kolkata,19510,
23609,Telavi,Telavi,Georgia,K’akheti,45.4764,41.9169,Asia/Tbilisi,19509,admin
23610,Mahinawan,Mahinawan,India,Bihār,86.1672,26.0208,Asia/Kolkata,19508,
23611,Tibba,Tibba,India,Punjab,75.698,30.4875,Asia/Kolkata,19508,
23612,Akanavaritota,Akanavaritota,India,Andhra Pradesh,81.6367,16.4141,Asia/Kolkata,19507,
23613,Asasa,Asasa,Ethiopia,Oromīya,39.2,7.1,Africa/Addis_Ababa,19506,
23614,Hatvan,Hatvan,Hungary,Heves,19.6697,47.6681,Europe/Budapest,19505,minor
23615,Castellana Grotte,Castellana Grotte,Italy,Puglia,17.1679,40.8838,Europe/Rome,19505,
23616,Kinston,Kinston,United States,North Carolina,-77.5939,35.2747,America/New_York,19505,
23617,Forest Park,Forest Park,United States,Georgia,-84.359,33.6209,America/New_York,19504,
23618,Helden,Helden,Netherlands,Limburg,6.0,51.3167,Europe/Amsterdam,19502,
23619,Ait Bousarane,Ait Bousarane,Morocco,Béni Mellal-Khénifra,-7.0876,31.7318,Africa/Casablanca,19501,
23620,Garsfontein,Garsfontein,South Africa,Gauteng,28.2935,-25.7913,Africa/Johannesburg,19501,
